479, 386
479, 387
479, 388
478, 389
476, 389
475, 390
479, 389
479, 390
478, 392
478, 394
479, 395
479, 396
479, 398
479, 400
479, 401
478, 403
478, 404
478, 406
478, 408
479, 409
479, 410
489, 386
487, 386
486, 387
485, 388
485, 389
485, 391
485, 392
485, 394
484, 396
484, 397
485, 399
485, 402
484, 404
484, 405
484, 406
485, 408
486, 409
487, 410
488, 410
489, 410
490, 410
492, 409
492, 408
492, 406
492, 404
492, 402
492, 401
493, 399
493, 398
492, 396
493, 395
492, 395
492, 392
492, 390
492, 388
492, 387
491, 386
488, 386
