534, 706
541, 708
543, 708
550, 708
560, 708
564, 708
570, 708
575, 708
579, 708
587, 708
594, 708
599, 708
604, 708
610, 708
615, 707
625, 708
630, 707
635, 707
639, 706
644, 706
650, 707
658, 708
665, 707
672, 707
680, 705
685, 705
692, 705
703, 704
716, 703
725, 702
731, 702
734, 702
741, 704
748, 705
751, 706
761, 708
767, 708
773, 708
777, 707
785, 705
792, 704
798, 704
810, 704
825, 706
805, 702
819, 703
830, 706
842, 706
847, 707
848, 707
855, 707
862, 707
867, 707
870, 707
872, 707
881, 707
882, 707
892, 708
898, 708
899, 707
909, 707
920, 705
925, 704
937, 705
947, 706
951, 706
959, 707
969, 707
976, 710
983, 711
994, 711
994, 710
999, 709
1001, 709
1006, 709
1017, 709
1017, 708
1023, 707
1029, 707
1035, 707
1041, 707
1046, 708
1050, 708
1064, 708
1073, 707
1077, 706
1083, 705
1095, 705
1103, 706
1109, 707
1117, 708
1123, 708
1128, 708
