641, 578
641, 579
641, 581
639, 582
638, 583
637, 583
636, 584
635, 584
634, 585
637, 585
639, 585
640, 585
640, 586
641, 587
642, 588
642, 590
643, 592
643, 596
643, 596
643, 597
643, 600
643, 602
644, 604
644, 604
644, 606
644, 608
644, 610
644, 611
645, 612
645, 613
645, 615
645, 616
646, 617
646, 618
646, 620
657, 574
656, 574
655, 574
654, 575
653, 576
652, 578
651, 579
651, 581
651, 582
651, 584
652, 586
652, 588
652, 589
652, 591
652, 592
653, 593
653, 595
653, 597
653, 599
654, 601
654, 602
654, 604
654, 605
654, 605
654, 605
654, 607
655, 608
655, 611
655, 613
656, 614
656, 615
656, 616
657, 616
657, 617
659, 618
660, 617
663, 617
664, 617
665, 617
665, 616
666, 616
668, 614
669, 612
669, 611
668, 610
668, 609
668, 607
668, 606
668, 604
668, 602
667, 601
667, 600
667, 599
667, 598
666, 597
666, 595
666, 595
666, 593
666, 592
666, 592
666, 590
666, 590
665, 589
665, 588
666, 586
666, 586
665, 585
665, 585
665, 584
665, 582
664, 579
664, 578
663, 577
663, 576
661, 575
661, 575
660, 574
659, 574
658, 574
